시간,동향(m),서향(m),동풍 속도,서풍 속도,각도(DEG),풍향(DEG),서향 풍속,파향(DEG),파속,최대 파고(m),평균 파고(m),현재 파고(m)
6:39:53,0,0,0,0,0,17.2,4.6,240.8,2.1,1.1,1,1
6:40:04,0,0,0,0,0,50.9,2.3,345.8,1.4,1.1,1,1
6:40:14,0,0,0,0,0,14.4,2.6,345.8,1.4,1.1,1.1,1
6:40:25,0,0,0,0,0,7.5,3,22.9,2.3,1.1,1,1
6:40:35,0,0,0,0,0,25.3,4.3,22.9,2.3,1.1,1,1
6:40:46,0,0,0,0,0,27,3.4,51,2.3,1.1,1,1
6:40:56,0,0,0,0,0,32.8,2.6,51,2.3,1.1,1,1
6:41:07,0,0,0,0,0,29.3,3.3,216.2,1.1,1.1,1.1,1
6:41:17,0,0,0,0,0,18.4,4.7,216.2,1.1,1.1,1.1,1
6:41:27,0,0,0,0,0,4.5,2.3,157.2,1.6,1.1,1.1,1
6:41:37,0,0,0,0,0,44,2,157.2,1.6,1.1,1.1,1
6:41:48,0,0,0,0,0,13.4,1.3,180.9,1.4,1.1,1.1,1
6:41:58,0,0,0,0,0,42,2.6,180.9,1.4,1.1,1.1,1
6:42:08,0,0,0,0,0,15.2,1.2,72.1,4.2,1.1,1.1,1
6:42:18,0,0,0,0,0,25.1,3.4,72.1,4.2,1.1,1.1,1
6:42:28,0,0,0,0,0,28.4,4.3,133.1,2.9,1.1,1.1,1
6:42:39,0,0,0,0,0,27.5,4.6,142.8,2,1.1,1.1,1
6:42:49,0,0,0,0,0,41.9,2.3,142.8,2,1.1,1.1,1
6:43:01,0,0,0,0,0,29.2,3.3,142.8,2,1.1,1.1,1
6:43:12,0,0,0,0,0,32.5,3.4,99.4,0.7,1.1,1.1,1
6:43:22,0,0,0,0,0,30.8,2.8,99.4,0.7,1.1,1.1,1
6:43:33,0,0,0,0,0,28.3,4.2,140.3,2.4,1.1,1.1,1
6:43:43,0,0,0,0,0,29.3,3.8,140.3,2.4,1.1,1.1,1
6:43:54,0,0,0,0,0,31.4,3.7,111,3.5,1.1,1.1,1
6:44:05,0,0,0,0,0,49,3.1,111,3.5,1.1,1.1,1
6:44:15,0,0,0,0,0,41.4,2,90,1.9,1.1,1.1,1
6:44:25,0,0,0,0,0,26.5,4.3,90,1.9,1.1,1.1,1
6:44:36,0,0,0,0,0,16.4,3.6,77.1,1.6,1.1,1.1,1
6:44:46,0,0,0,0,0,26.3,2.9,77.1,1.6,1.1,1.1,1
6:44:57,0,0,0,0,0,31.8,2.4,143.1,2.2,1.1,1.1,1.1
6:45:07,0,0,0,0,0,32.7,3.1,143.1,2.2,1.1,1.1,1.1
6:45:18,0,0,0,0,0,43.8,2.2,113.5,3,1.1,1.1,1.1
6:45:28,0,0,0,0,0,34.8,3,113.5,3,1.1,1.1,1.1
6:45:38,0,0,0,0,0,35.4,2.6,148.5,3.1,1.1,1.1,1.1
6:45:49,0,0,0,0,0,37.8,2.7,148.5,3.1,1.1,1.1,1.1
6:45:59,0,0,0,0,0,18.6,2.5,139.1,2.2,1.1,1.1,1.1
6:46:10,0,0,0,0,0,9.3,3.3,139.1,2.2,1.1,1.1,1.1
6:46:22,0,0,0,0,0,33.8,1.6,156.2,2.7,1.1,1.1,1.1
6:46:32,0,0,0,0,0,22.6,2.2,148.7,1.8,1.1,1.1,1.1
6:46:43,0,0,0,0,0,24.7,3.6,148.7,1.8,1.1,1.1,1.1
6:46:53,0,0,0,0,0,27,3.4,129.1,2.5,1.1,1.1,1.1
6:47:04,0,0,0,0,0,31.4,2.2,129.1,2.5,1.1,1.1,1.1
6:47:14,0,0,0,0,0,28.9,3.3,133.7,2.5,1.1,1.2,1.1
6:47:24,0,0,0,0,0,31,2.5,133.7,2.5,1.1,1.2,1.1
6:47:35,0,0,0,0,0,20.2,3.9,123.2,3.5,1.1,1.2,1.1
6:47:45,0,0,0,0,0,29,3.4,123.2,3.5,1.1,1.2,1.1
6:47:55,0,0,0,0,0,42.6,2.1,92.2,1.7,1.1,1.2,1.1
6:48:06,0,0,0,0,0,32,3,92.2,1.7,1.1,1.2,1.1
6:48:16,0,0,0,0,0,42.2,2.5,63.5,2.6,1.1,1.2,1.1
6:48:26,0,0,0,0,0,39,2.4,63.5,2.6,1.1,1.2,1.1
6:48:37,0,0,0,0,0,16.7,3.7,110,4.5,1.1,1.2,1.1
6:48:48,0,0,0,0,0,13.9,3.1,110,4.5,1.1,1.2,1.1
6:48:59,0,0,0,0,0,25,4.6,86.3,3.8,1.1,1.2,1.1
6:49:09,0,0,0,0,0,19.6,3.7,86.3,3.8,1.1,1.2,1.1
6:49:19,0,0,0,0,0,37.9,1.5,96.4,5.1,1.1,1.2,1.1
6:49:30,0,0,0,0,0,26.8,2.6,71.5,3.7,1.1,1.2,1.1
6:49:40,0,0,0,0,0,38.2,2.8,71.5,3.7,1.1,1.2,1.1
6:49:50,0,0,0,0,0,43.1,2.3,71.5,3.7,1.2,1.2,1.2
6:50:01,0,0,0,0,0,25.8,2.2,80.3,3.2,1.2,1.2,1.2
6:50:11,0,0,0,0,0,2.2,2.7,84.9,4.2,1.2,1.2,1.2
6:50:21,0,0,0,0,0,33.8,3.2,84.9,4.2,1.2,1.2,1.2
6:50:32,0,0,0,0,0,24.6,4.5,63.7,3.9,1.2,1.2,1.2
6:50:43,0,0,0,0,0,24.4,4.3,63.7,3.9,1.2,1.2,1.2
6:50:54,0,0,0,0,0,41,1.9,55.2,3.9,1.2,1.2,1.2
6:51:05,0,0,0,0,0,12.1,2.7,55.2,3.9,1.2,1.2,1.2
6:51:16,0,0,0,0,0,12.8,5,58.6,2.3,1.2,1.2,1.2
6:51:27,0,0,0,0,0,30,4.6,58.6,2.3,1.2,1.2,1.2
6:51:37,0,0,0,0,0,22.2,4.9,89.6,5.3,1.2,1.2,1.2
6:51:49,0,0,0,0,0,2.5,1.9,89.6,5.3,1.2,1.2,1.2
6:52:00,0,0,0,0,0,28,3,36.2,2.4,1.2,1.2,1.2
6:52:10,0,0,0,0,0,28.4,4.2,92.7,5.2,1.2,1.2,1.2
6:52:20,0,0,0,0,0,27.8,4,92.7,5.2,1.2,1.2,1.2
6:52:32,0,0,0,0,0,32.3,3.4,83.4,2.2,1.2,1.2,1.2
6:52:43,0,0,0,0,0,53.6,2,83.4,2.2,1.2,1.2,1.2
6:52:53,0,0,0,0,0,17.9,3.2,88,4.3,1.2,1.2,1.2
6:53:04,0,0,0,0,0,17.5,2.6,88,4.3,1.2,1.2,1.2
6:53:15,0,0,0,0,0,33.8,2,73.9,3.3,1.2,1.3,1.2
6:53:25,0,0,0,0,0,39.9,1.4,73.9,3.3,1.2,1.2,1.2
6:53:36,0,0,0,0,0,30.1,2,67.8,2.7,1.2,1.3,1.2
6:53:46,0,0,0,0,0,21.4,2.1,67.8,2.7,1.2,1.3,1.2
6:53:56,0,0,0,0,0,23.7,2.6,80.7,3.4,1.2,1.3,1.2
6:54:07,0,0,0,0,0,42.3,1.2,80.7,3.4,1.2,1.3,1.2
6:54:18,0,0,0,0,0,9,2.2,70.4,3,1.2,1.3,1.2
6:54:28,0,0,0,0,0,24.7,2.2,70.4,3,1.2,1.3,1.2
6:54:38,0,0,0,0,0,20.7,2,91.3,4.3,1.2,1.3,1.2
6:54:49,0,0,0,0,0,18.6,1.4,91.3,4.3,1.2,1.3,1.2
6:54:59,0,0,0,0,0,58.6,1.3,62.5,3.4,1.3,1.3,1.2
6:55:09,0,0,0,0,0,9.400001,2.6,62.5,3.4,1.3,1.3,1.2
6:55:20,0,0,0,0,0,27.2,4,77.5,3.2,1.3,1.3,1.2
6:55:31,0,0,0,0,0,29.1,3.8,72.3,4.6,1.3,1.3,1.2
6:55:42,0,0,0,0,0,45.9,2.3,72.3,4.6,1.3,1.3,1.2
6:55:52,0,0,0,0,0,24.6,2.6,53.5,2.8,1.3,1.3,1.2
6:56:02,0,0,0,0,0,41.4,3.4,53.5,2.8,1.3,1.3,1.2
6:56:13,0,0,0,0,0,19.2,2.9,71.9,4.2,1.3,1.3,1.2
6:56:23,0,0,0,0,0,15.9,2.1,71.9,4.2,1.3,1.3,1.2
6:56:34,0,0,0,0,0,58.5,2.2,35.5,3.6,1.3,1.3,1.2
6:56:44,0,0,0,0,0,27.5,5.7,35.5,3.6,1.3,1.3,1.2
6:56:54,0,0,0,0,0,28.2,4.3,42,4.1,1.3,1.3,1.2
6:57:06,0,0,0,0,0,32.5,3.8,42,4.1,1.3,1.3,1.2
6:57:16,0,0,0,0,0,25.5,3.3,61.3,4.4,1.3,1.3,1.2
6:57:26,0,0,0,0,0,58,2.3,61.3,4.4,1.3,1.3,1.2
6:57:37,0,0,0,0,0,39.3,3,25.9,4.1,1.3,1.3,1.2
6:57:47,0,0,0,0,0,43.8,2.3,25.9,4.1,1.3,1.3,1.2
6:57:58,0,0,0,0,0,39.6,3,28.5,4.4,1.3,1.3,1.2
6:58:09,0,0,0,0,0,37.3,2.9,28.5,4.4,1.3,1.3,1.2
6:58:19,0,0,0,0,0,32,3.6,50.1,6,1.3,1.3,1.2
6:58:30,0,0,0,0,0,28.6,1.1,50.1,6,1.3,1.3,1.2
6:58:40,0,0,0,0,0,21.4,2.6,32.6,4.3,1.3,1.3,1.2
6:58:50,0,0,0,0,0,33.6,2,32.6,4.3,1.3,1.3,1.2
6:59:00,0,0,0,0,0,33.5,1.6,72.5,4.5,1.3,1.3,1.2
6:59:11,0,0,0,0,0,31.6,2,65.2,5.3,1.3,1.3,1.2
6:59:22,0,0,0,0,0,21.4,3.4,65.2,5.3,1.3,1.3,1.2
6:59:32,0,0,0,0,0,36,2.6,42.3,4.8,1.3,1.4,1.2
6:59:43,0,0,0,0,0,32.7,2.8,42.3,4.8,1.3,1.3,1.2
6:59:54,0,0,0,0,0,31,2.4,69.8,3.3,1.4,1.4,1.3
7:00:08,0,0,0,0,0,36,2.7,69.8,3.3,1.4,1.4,1.3
7:00:19,0,0,0,0,0,28.5,3.2,41.6,3.8,1.4,1.4,1.3
7:00:30,0,0,0,0,0,53,2.6,41.6,3.8,1.4,1.4,1.3
7:00:41,0,0,0,0,0,23.6,3.4,67.3,3.8,1.4,1.4,1.3
7:00:53,0,0,0,0,0,16.6,3.1,100.7,5.2,1.4,1.4,1.3
7:01:10,0,0,0,0,0,16.6,3.1,100.7,5.2,1.4,1.4,1.3
7:01:26,0,0,0,0,0,30.9,2.6,80.2,2.2,1.4,1.4,1.3
7:02:18,0,0,0,0,0,218,0.3,5.4,7.8,1.4,1.4,1.3
7:02:45,0,0,0,0,0,35.4,2.1,22.2,7.3,1.4,1.4,1.3
7:02:59,0,0,0,0,0,15.1,3.3,35.3,8.6,1.4,1.4,1.3
7:03:09,0,0,0,0,0,30.7,2.2,35.3,8.6,1.4,1.4,1.3
7:03:20,0,0,0,0,0,17,2.6,24.9,9.2,1.4,1.4,1.3
7:03:31,0,0,0,0,0,161.4,1,34,8.8,1.4,1.4,1.3
7:03:42,0,0,0,0,0,32.2,2.6,34,8.8,1.4,1.4,1.3
7:03:52,0,0,0,0,0,28.3,4.3,28.2,10.1,1.4,1.4,1.3
7:04:03,0,0,0,0,0,39.8,3.5,28.2,10.1,1.4,1.4,1.3
7:04:13,0,0,0,0,0,32.8,3.2,30.5,8.400001,1.4,1.4,1.3
7:04:24,0,0,0,0,0,18.3,2.1,30.5,8.400001,1.4,1.4,1.3
7:04:35,0,0,0,0,0,33.7,2.2,15.8,8.1,1.4,1.4,1.3
7:04:46,0,0,0,0,0,38.8,1.3,15.8,8.1,1.4,1.4,1.3
7:04:57,0,0,0,0,0,50.9,1.4,30.7,10.5,1.4,1.4,1.4
7:05:07,0,0,0,0,0,61,1.1,30.7,10.5,1.4,1.4,1.4
7:05:18,0,0,0,0,0,58.4,1.3,32.3,8.3,1.4,1.4,1.4
7:05:28,0,0,0,0,0,22.4,1.2,32.3,8.3,1.4,1.4,1.4
7:05:39,0,0,0,0,0,28.6,1.9,62.3,4.6,1.4,1.4,1.4
7:05:50,0,0,0,0,0,29.7,2.2,62.3,4.6,1.4,1.5,1.4
7:06:01,0,0,0,0,0,17.9,2.8,51.7,6.6,1.4,1.4,1.4
7:06:13,0,0,0,0,0,12,2.3,49.3,4.8,1.4,1.5,1.4
7:06:24,0,0,0,0,0,9.400001,1.4,49.3,4.8,1.4,1.4,1.4
7:06:34,0,0,0,0,0,32.5,1.9,61.7,6.9,1.4,1.5,1.4
7:06:45,0,0,0,0,0,35.7,2.2,61.7,6.9,1.4,1.5,1.4
7:06:59,0,0,0,0,0,26.1,2,68.3,5.3,1.4,1.5,1.4
7:07:12,0,0,0,0,0,38.2,2,67.6,2.9,1.4,1.5,1.4
7:07:23,0,0,0,0,0,30.2,2.3,67.6,2.9,1.4,1.5,1.4
7:07:37,0,0,0,0,0,39.8,1.2,70,4.3,1.4,1.5,1.4
7:07:48,0,0,0,0,0,24.6,2.5,70,4.3,1.4,1.5,1.4
7:08:00,0,0,0,0,0,25,3,67,1.1,1.4,1.5,1.4
7:08:12,0,0,0,0,0,40,1.7,186.7,2.5,1.4,1.5,1.4
7:08:22,0,0,0,0,0,34.3,1.8,186.7,2.5,1.4,1.5,1.4
7:08:35,0,0,0,0,0,25.3,2.4,165.1,1.8,1.4,1.5,1.4
7:08:45,0,0,0,0,0,14,0.6,165.1,1.8,1.4,1.5,1.4
7:08:56,0,0,0,0,0,290,0.4,70.8,0.5,1.4,1.5,1.4
7:09:06,0,0,0,0,0,348.8,0.8,70.8,0.5,1.4,1.5,1.4
7:09:16,0,0,0,0,0,25.2,3.3,125.8,1.3,1.4,1.5,1.4
7:09:27,0,0,0,0,0,7.1,2.4,125.8,1.3,1.4,1.5,1.4
7:09:38,0,0,0,0,0,34.6,2.1,86.6,1.9,1.4,1.5,1.4
7:09:50,0,0,0,0,0,51.9,1.2,78.8,3.1,1.4,1.5,1.4
7:10:00,0,0,0,0,0,29.7,2.6,78.8,3.1,1.5,1.5,1.5
7:10:11,0,0,0,0,0,31.4,2.2,65.3,4.9,1.5,1.5,1.5
7:10:21,0,0,0,0,0,32.8,1.9,65.3,4.9,1.5,1.5,1.5
7:10:33,0,0,0,0,0,24.8,1.6,46.3,1.7,1.5,1.5,1.5
7:10:44,0,0,0,0,0,31.3,1.5,46.3,1.7,1.5,1.5,1.5
7:10:57,0,0,0,0,0,11.4,1.6,83.6,2.6,1.5,1.5,1.5
7:11:08,0,0,0,0,0,14.6,1.5,83.6,2.6,1.5,1.5,1.5
7:11:19,0,0,0,0,0,20.4,1.3,129.5,2.5,1.5,1.5,1.5
7:11:29,0,0,0,0,0,32.7,2.1,129.5,2.5,1.5,1.5,1.5
7:11:40,0,0,0,0,0,23,2.1,154,3.4,1.5,1.5,1.5
7:11:50,0,0,0,0,0,203.8,0.3,153,3.8,1.5,1.6,1.5
7:12:01,0,0,0,0,0,22.1,2,153,3.8,1.5,1.5,1.5
7:12:11,0,0,0,0,0,41.3,1.3,161,3.1,1.5,1.5,1.5
7:12:22,0,0,0,0,0,40,1.6,161,3.1,1.5,1.6,1.5
7:12:33,0,0,0,0,0,37.4,2.4,141.2,3.4,1.5,1.6,1.5
7:12:50,0,0,0,0,0,37.5,2.1,141.2,3.4,1.5,1.6,1.5
7:13:01,0,0,0,0,0,35.6,1.7,169.4,4.9,1.5,1.6,1.5
7:13:12,0,0,0,0,0,28.8,1.5,167.8,4.3,1.5,1.6,1.5
7:13:24,0,0,0,0,0,41.5,1.6,167.8,4.3,1.5,1.6,1.5
7:13:36,0,0,0,0,0,35.9,2.4,152.5,3.8,1.5,1.6,1.5
7:13:47,0,0,0,0,0,54.1,1.5,152.5,3.8,1.5,1.6,1.5
7:13:57,0,0,0,0,0,22.6,1.5,149.7,3.6,1.5,1.6,1.5
7:14:09,0,0,0,0,0,123.2,0.3,149.7,3.6,1.5,1.6,1.5
7:14:21,0,0,0,0,0,58.6,0.7,159.9,2.5,1.5,1.6,1.5
7:14:33,0,0,0,0,0,350.2,1.2,169.5,2.4,1.5,1.6,1.5
7:14:44,0,0,0,0,0,26.2,1.4,169.5,2.4,1.5,1.6,1.5
7:14:55,0,0,0,0,0,23.4,1.7,163.6,2.9,1.6,1.6,1.6
7:15:06,0,0,0,0,0,49.4,1.4,163.6,2.9,1.6,1.6,1.6
7:15:16,0,0,0,0,0,28.8,2.6,117.7,2.2,1.6,1.6,1.6
7:15:26,0,0,0,0,0,32.2,1.2,117.7,2.2,1.6,1.6,1.6
7:15:37,0,0,0,0,0,29.8,0.8,138,4.3,1.6,1.6,1.6
7:15:47,0,0,0,0,0,61.4,2.5,138,4.3,1.6,1.6,1.6
7:15:58,0,0,0,0,0,28.8,2.9,64,1.9,1.6,1.6,1.6
7:16:12,0,0,0,0,0,88,0.7,87.5,2.8,1.6,1.6,1.6
7:16:22,0,0,0,0,0,44.6,2,87.5,2.8,1.6,1.6,1.6
7:16:33,0,0,0,0,0,47.1,1.7,97.4,3.4,1.6,1.6,1.6
7:16:44,0,0,0,0,0,53.1,1.7,97.4,3.4,1.6,1.6,1.6
7:16:54,0,0,0,0,0,38.6,1.6,31.5,2.5,1.6,1.6,1.6
7:17:08,0,0,0,0,0,41.2,1.8,31.5,2.5,1.6,1.6,1.6
7:17:19,0,0,0,0,0,27,3.9,79.9,2.7,1.6,1.6,1.6
7:17:32,0,0,0,0,0,29.4,3,49.7,3.3,1.6,1.6,1.6
7:18:00,0,0,0,0,0,23.3,2.9,67.9,3.4,1.6,1.6,1.6
7:18:27,0,0,0,0,0,32.7,2.9,83.5,1.8,1.6,1.7,1.6
7:18:47,0,0,0,0,0,44,2,124.6,2.3,1.6,1.7,1.6
7:19:00,0,0,0,0,0,36.4,1.6,149.9,3.6,1.6,1.7,1.6
7:19:10,0,0,0,0,0,64.9,1.4,97.2,3.2,1.6,1.7,1.6
7:19:21,0,0,0,0,0,30.8,2.9,97.2,3.2,1.6,1.7,1.6
7:19:32,0,0,0,0,0,26.3,1.4,156.6,5.9,1.6,1.7,1.6
7:19:42,0,0,0,0,0,17.3,1.7,156.6,5.9,1.6,1.7,1.6
7:19:53,0,0,0,0,0,30.6,2.5,162.6,6.7,1.7,1.7,1.6
7:20:04,0,0,0,0,0,15.1,1,162.6,6.7,1.7,1.7,1.6
7:20:15,0,0,0,0,0,59,0.4,146.8,2.8,1.7,1.7,1.6
7:20:28,0,0,0,0,0,31.2,2.4,146.8,2.8,1.7,1.7,1.6
7:20:39,0,0,0,0,0,32,2.6,164.9,4.6,1.7,1.7,1.6
7:20:51,0,0,0,0,0,42.1,2,130.8,2.9,1.7,1.7,1.6
7:21:01,0,0,0,0,0,27.6,2.5,130.8,2.9,1.7,1.7,1.6
7:21:11,0,0,0,0,0,34.4,2,130.8,2.9,1.7,1.7,1.6
7:21:23,0,0,0,0,0,51.6,1.6,121.2,4.3,1.7,1.7,1.6
7:21:34,0,0,0,0,0,46.1,1.7,155,4.9,1.7,1.7,1.6
7:21:45,0,0,0,0,0,18,3.5,155,4.9,1.7,1.7,1.6
7:21:56,0,0,0,0,0,32.4,2.7,126.8,3.3,1.7,1.7,1.6
7:22:06,0,0,0,0,0,45.2,1.2,126.8,3.3,1.7,1.7,1.6
7:22:17,0,0,0,0,0,28.5,2.5,170.3,5.4,1.7,1.7,1.6
7:22:29,0,0,0,0,0,42.2,2,170.3,5.4,1.7,1.7,1.6
7:22:39,0,0,0,0,0,30.5,2.8,152.7,5.9,1.7,1.7,1.6
7:22:49,0,0,0,0,0,32.1,2.3,152.7,5.9,1.7,1.7,1.6
7:23:01,0,0,0,0,0,28.9,3.8,177.9,7.7,1.7,1.7,1.6
7:23:13,0,0,0,0,0,23.9,0.4,185.1,8.8,1.7,1.7,1.6
7:23:23,0,0,0,0,0,9.1,0.8,185.1,8.8,1.7,1.7,1.6
7:23:35,0,0,0,0,0,9.6,0.4,185.3,8.6,1.7,1.7,1.6
7:23:58,0,0,0,0,0,15.8,1.4,182.9,7.9,1.7,1.7,1.6
7:24:36,0,0,0,0,0,15.8,1.4,182.9,7.9,1.7,1.7,1.6
7:25:02,0,0,0,0,0,46.8,1.6,181.5,11.2,1.8,1.8,1.7
7:25:13,0,0,0,0,0,37.5,2,186.8,8.5,1.8,1.8,1.7
7:25:25,0,0,0,0,0,47.4,2.1,186.8,8.5,1.8,1.8,1.7
7:25:36,0,0,0,0,0,48.7,1.8,175,12.2,1.8,1.8,1.7
7:25:47,0,0,0,0,0,27.8,2.4,175,12.2,1.8,1.8,1.7
7:25:57,0,0,0,0,0,56.3,1.9,179.9,8.900001,1.8,1.8,1.7
7:26:08,0,0,0,0,0,29.3,1.2,179.9,8.900001,1.8,1.8,1.7
7:26:20,0,0,0,0,0,38.8,1.1,179.2,6.7,1.8,1.8,1.7
7:26:31,0,0,0,0,0,51.4,0.8,193.5,7.6,1.8,1.8,1.7
7:26:41,0,0,0,0,0,15.1,1.2,193.5,7.6,1.8,1.8,1.7
7:26:53,0,0,0,0,0,9.6,0.7,185,7.2,1.8,1.8,1.7
7:27:04,0,0,0,0,0,94.6,0.5,185,7.2,1.8,1.8,1.7
7:27:15,0,0,0,0,0,34.1,0.4,179,6.8,1.8,1.8,1.7
7:27:25,0,0,0,0,0,30.1,1.2,179,6.8,1.8,1.8,1.7
7:27:35,0,0,0,0,0,22.6,2,183.3,7.4,1.8,1.8,1.7
7:27:45,0,0,0,0,0,23.3,2.6,183.3,7.4,1.8,1.8,1.7
7:27:56,0,0,0,0,0,26.9,0.7,187.4,9.3,1.8,1.8,1.7
7:28:06,0,0,0,0,0,236.7,0.6,187.4,9.3,1.8,1.8,1.7
7:28:17,0,0,0,0,0,49.3,0.6,184.3,9.6,1.8,1.8,1.7
7:28:28,0,0,0,0,0,27.9,1.3,184.3,9.6,1.8,1.8,1.7
7:28:39,0,0,0,0,0,45.5,0.9,184,7.3,1.8,1.8,1.7
7:28:49,0,0,0,0,0,232,0.5,190.3,10.8,1.8,1.8,1.7
7:29:04,0,0,0,0,0,55.8,0.8,190.3,10.8,1.8,1.8,1.7
7:29:15,0,0,0,0,0,55.5,0.3,173.8,7.6,1.8,1.8,1.7
7:29:28,0,0,0,0,0,4.5,0.5,173.8,7.6,1.8,1.8,1.7
7:29:51,0,0,0,0,0,4.5,0.5,173.8,7.6,1.8,1.8,1.7
7:30:18,0,0,0,0,0,10.8,2.1,178.4,4.5,1.9,1.9,1.8
7:30:31,0,0,0,0,0,188.8,0.8,171.4,5.8,1.9,1.8,1.8
7:30:42,0,0,0,0,0,150.1,0.2,171.4,5.8,1.9,1.9,1.8
7:30:54,0,0,0,0,0,228.6,0.3,156.6,3.9,1.9,1.9,1.8
7:31:06,0,0,0,0,0,106.1,0.8,156.6,3.9,1.9,1.8,1.8
7:31:17,0,0,0,0,0,1.1,0.3,172.9,4.8,1.9,1.9,1.8
7:31:28,0,0,0,0,0,232.9,0.5,109.2,3.4,1.9,1.9,1.8
7:31:39,0,0,0,0,0,325.2,0.5,109.2,3.4,1.9,1.9,1.8
7:31:50,0,0,0,0,0,25.6,2.6,109.2,3.4,1.9,1.9,1.8
7:32:00,0,0,0,0,0,44,1.4,124.1,3.3,1.9,1.9,1.8
7:32:11,0,0,0,0,0,34.4,1.8,83.2,4.3,1.9,1.9,1.8
7:32:21,0,0,0,0,0,23.6,1.1,83.2,4.3,1.9,1.9,1.8
7:32:31,0,0,0,0,0,5,1,52.7,5,1.9,1.9,1.8
7:32:44,0,0,0,0,0,26.5,2.4,52.7,5,1.9,1.9,1.8
7:32:54,0,0,0,0,0,25.3,2.2,39.4,4.2,1.9,1.9,1.8
7:33:05,0,0,0,0,0,20.5,2.7,39.4,4.2,1.9,1.9,1.8
7:33:15,0,0,0,0,0,28,1.5,53.8,3.6,1.9,1.9,1.8
7:33:26,0,0,0,0,0,16.5,2.9,53.8,3.6,1.9,1.9,1.8
7:33:36,0,0,0,0,0,31.8,1.7,51.9,3.8,1.9,1.9,1.8
7:33:47,0,0,0,0,0,16.8,2.1,51.9,3.8,1.9,1.9,1.8
7:33:57,0,0,0,0,0,357.2,0.8,40,3.7,1.9,1.9,1.8
7:34:08,0,0,0,0,0,5.4,0.6,40,3.7,1.9,1.9,1.8
7:34:23,0,0,0,0,0,31.4,1,64.1,2.6,1.9,1.9,1.8
7:34:34,0,0,0,0,0,40.5,1.5,85.3,2.7,1.9,1.9,1.8
7:34:46,0,0,0,0,0,97.4,0.6,85.3,2.7,1.9,1.9,1.8
7:34:57,0,0,0,0,0,23.8,2.6,81.7,3.4,1.9,1.9,1.9
7:35:08,0,0,0,0,0,25.5,2.5,81.7,3.4,1.9,1.9,1.9
7:35:23,0,0,0,0,0,16.4,1.7,68.9,2.5,1.9,1.9,1.9
7:35:35,0,0,0,0,0,55.5,1.9,60.9,4.1,1.9,1.9,1.9
7:35:46,0,0,0,0,0,18.2,2,60.9,4.1,1.9,1.9,1.9
7:35:58,0,0,0,0,0,20.3,2.8,185.5,2.8,1.9,1.9,1.9
7:36:11,0,0,0,0,0,57.8,0.9,58.9,1.9,1.9,2,1.9
7:36:40,0,0,0,0,0,356.5,0.7,107.5,2.3,1.9,2,1.9
7:36:54,0,0,0,0,0,31.5,1.2,36.5,2.2,1.9,2,1.9
7:37:05,0,0,0,0,0,296.2,0.5,36.5,2.2,1.9,2,1.9
7:37:18,0,0,0,0,0,210.1,0.1,31.7,5.2,1.9,2,1.9
7:37:30,0,0,0,0,0,19.9,1.2,31.7,5.2,1.9,2,1.9
7:37:42,0,0,0,0,0,24.3,2.9,51.1,3.6,1.9,2,1.9
7:37:53,0,0,0,0,0,26,1.3,41.1,3.7,1.9,2,1.9
7:38:03,0,0,0,0,0,56.7,1,41.1,3.7,1.9,2,1.9
7:38:14,0,0,0,0,0,27.7,2.1,33,4.7,1.9,2,1.9
7:38:24,0,0,0,0,0,20.4,2,33,4.7,1.9,2,1.9
7:38:35,0,0,0,0,0,13,1.4,62.9,3.8,1.9,2,1.9
7:38:46,0,0,0,0,0,22.6,2.4,62.9,3.8,1.9,2,1.9
7:38:56,0,-0.2,0,0,0,9.1,2.4,125.5,1.4,1.9,2,1.9
7:39:07,0,0,0,0,0,28.4,2.1,125.5,1.4,1.9,2,1.9
7:39:17,0,0,0,0,0,31.2,2.2,135.3,1.7,1.9,2,1.9
7:39:28,0,0,0,0,0,40.3,1.8,135.3,1.7,1.9,2,1.9
7:39:40,0,0,0,0,0,24.2,2.7,92.3,7.1,1.9,2,1.9
7:39:51,0,0,0,0,0,29.2,0.9,78.4,2.2,1.9,2,1.9
7:40:02,0,0,0,0,0,40.8,1.4,78.4,2.2,2,2,2
7:40:27,0,0,0,0,0,22.3,1.9,31.5,3.5,2,2,2
7:40:53,0,0,0,0,0,51.2,0.7,80.3,3.2,2,2,2
7:41:11,0,0,0,0,0,27.7,3.2,80.3,3.2,2,2,2
7:41:22,0,0,0,0,0,23.1,2.2,58.5,1.3,2,2,2
7:41:33,0,0,0,0,0,40,2,92.8,1.2,2,2,2
7:42:04,0,0,0,0,0,30.4,2.9,45.8,4.4,2,2,2
7:42:29,0,0,0,0,0,57.7,2.6,30.7,4.5,2,2,2
7:42:41,0,0,0,0,0,78.8,1.3,30.7,4.5,2,2,2
7:42:52,0,0,0,0,0,327.9,0.6,12.5,2.4,2,2.1,2
7:43:07,0,0,0,0,0,327.9,0.6,12.5,2.4,2,2.1,2
7:43:46,0,0,0,0,0,327.9,0.6,12.5,2.4,2,2.1,2
7:44:31,0,0,0,0,0,327.9,0.6,12.5,2.4,2,2.1,2
7:44:43,0,0,0,0,0,2.4,0.4,61.1,4.1,2,2.1,2
7:44:56,0,0,0,0,0,42.1,1,61.1,4.1,2,2.1,2
7:45:07,0,0,0,0,0,46,2.7,52.1,3.9,2.1,2.1,2
